101,139,43,65,60,107,215,85,16390,97,15952,4052,184,84,129,133,146,8189,10813,7784,243,311,50,27,73,8224,6172,42,182,275,5651,81,1847,12637,70,116,3647,44,514,6891,294,78,4225,861,25,2201,44,12500,44,90,2644.54
5752,13633,10341,13281,11135,7795,3830,7043,16783,12855,16282,9510,13620,5074,4597,1712,4080,8604,11594,14610,7594,6901,5400,5745,10582,8590,6673,3499,4578,4118,10026,6378,5204,14630,894,2021,4272,2271,8285,7297,1313,10214,10467,9039,13660,11502,373,13138,4692,292,7835.58
6318,14135,10859,13460,11758,8318,4336,7578,17187,13278,16792,10046,14165,5606,5137,2153,4498,9212,12025,14797,8261,7377,6001,6026,11052,8846,7223,4126,5147,4693,10354,6974,5646,14983,1523,2396,4691,2673,8893,7746,1901,10698,10902,9320,14123,11906,889,13417,5070,981,8309.92
16733,889,17622,0.9495517
3.6666666666666665,4.666666666666667,3.0,3.3333333333333335,2.0,
